statistics,stockLimitedThreshold,images,categories,preOrder,urlFriendlyName,url,fbbCategoryUrl,specificationButtonText,installment,name,fulfillmentTypes,documents,ean,suitability,itemSku,productCode,merchant,freshnessInDays,stock,uniqueSellingPoint,warranty,productSku,options,attributes,shippingAddress,ampUrl,tags,review,multiSalesCategories,warehouseCode,masterCategories,type,price,pickupPoint,itemCode,videos,allSalesCategories,brand,pickupPointCode,expiration
"{'sold': 52, 'seen': 736, 'soldLabel': '52', 'seenLabel': '736'}",6,"[{'full': 'https://www.static-src.com/wcsstore/Indraprastha/images/catalog/full//100/MTA-53966134/rifanyhijab_scrunchie-by-rifanyhijab_full02.jpg', 'thumbnail': 'https://www.static-src.com/wcsstore/Indraprastha/images/catalog/thumbnail//100/MTA-53966134/rifanyhijab_scrunchie-by-rifanyhijab_full02.jpg'}]","[{'level': 1, 'id': 'FA-1000081', 'name': 'Fashion Muslim', 'url': '/c1/fashion-muslim/FA-1000081'}, {'level': 2, 'id': 'AK-1000371', 'name': 'Aksesoris Muslim', 'url': '/c2/aksesoris-muslim/AK-1000371'}, {'level': 3, 'id': 'AK-1000373', 'name': 'Aksesories Muslim Lainnya', 'url': '/c3/aksesories-muslim-lainnya/AK-1000373'}]",{'isPreOrder': False},rifanyhijab-scrunchie-by-rifanyhijab,https://www.blibli.com/p/rifanyhijab-scrunchie-by-rifanyhijab/ps--RIB-70109-00018?pickupPointCode=PP-3381805&ds=RIB-70109-00018-00002,,Show info,,Rifanyhijab - Scrunchie by rifanyhijab,"{'delivery': 'AVAILABLE', 'pickup': 'UNAVAILABLE', 'selected': 'DELIVERY', 'otherPickupPoints': 0}",[],,"{'features': [], 'problems': []}",RIB-70109-00018-00002,MTA-53966134,"{'name': 'Rifanyhijab Official Store', 'code': 'RIB-70109', 'rating': {'value': 98, 'review': 4.8, 'badgeUrl': 'https://www.static-src.com/siva/asset/07_2020/icon-top-rated-gold.png', 'badge': 'GOLD', 'positiveReview': 98, 'onTimeFulfillment': 100, 'activeResponse': 98, 'successfulTransaction': 99, 'reviewCount': 1295, 'new': True}, 'international': False, 'official': True, 'location': 'Cipamokolan, Kota Bandung', 'warehouses': [], 'warehouseLocations': [], 'warehouseInfo': [], 'url': '/merchant/rifanyhijab-official-store/RIB-70109', 'commissionType': 'CM', 'level': 'REGULAR', 'logo': 'https://www.static-src.com/wcsstore/Indraprastha/images/catalog/mlogo/RIB-70109-8a6af71e-d118-4d59-9467-77fb70c8e375.jpg', 'businessHours': [{'day': 'MONDAY', 'openingTime': 43200, 'closingTime': 79200, 'open': True}, {'day': 'TUESDAY', 'openingTime': 43200, 'closingTime': 79200, 'open': True}, {'day': 'WEDNESDAY', 'openingTime': 43200, 'closingTime': 79200, 'open': True}, {'day': 'THURSDAY', 'openingTime': 43200, 'closingTime': 79200, 'open': True}, {'day': 'FRIDAY', 'openingTime': 43200, 'closingTime': 79200, 'open': True}, {'day': 'SATURDAY', 'openingTime': 43200, 'closingTime': 79200, 'open': True}, {'day': 'SUNDAY', 'openingTime': 43200, 'closingTime': 79200, 'open': False}], 'businessOperational': {'day': 'MONDAY', 'status': 'CLOSE', 'nextOperationalDay': 'MONDAY'}, 'joinDate': 1660297990277, 'pickupHours': [], 'poweredBy': [], 'status': 'ACTIVE'}",0,93,,{},RIB-70109-00018,"[{'id': 'is--RIB-70109-00018-00001', 'selected': False, 'available': True, 'attributes': [{'name': 'Variasi', 'value': 'Jumbo', 'label': 'Variasi'}], 'pickupPointCode': '', 'tags': []}, {'id': 'is--RIB-70109-00018-00002_PP-3381805', 'selected': True, 'available': True, 'attributes': [{'name': 'Variasi', 'value': 'Mini', 'label': 'Variasi'}], 'pickupPointCode': 'PP-3381805', 'tags': []}]","[{'name': 'Variasi', 'type': 'BUTTON', 'values': [{'value': 'Jumbo'}, {'value': 'Mini'}]}]","{'provinceName': 'DKI Jakarta', 'subdistrictName': 'Slipi', 'postalCode': '11410', 'districtName': 'Palmerah', 'cityName': 'Kota Jakarta Barat'}",https://www.blibli.com/amp/p/rifanyhijab-scrunchie-by-rifanyhijab/ps--RIB-70109-00018,"['CONTEXTUAL_LAYOUT_FASHION', 'AVAILABLE', 'RETURNABLE', 'INSTALLMENT_NON_CC']","{'rating': 4, 'count': 8, 'decimalRating': 4.8}","[[{'level': 1, 'id': 'FA-1000081', 'name': 'Fashion Muslim', 'url': '/c1/fashion-muslim/FA-1000081'}, {'level': 2, 'id': 'AK-1000371', 'name': 'Aksesoris Muslim', 'url': '/c2/aksesoris-muslim/AK-1000371'}, {'level': 3, 'id': 'AK-1000373', 'name': 'Aksesories Muslim Lainnya', 'url': '/c3/aksesories-muslim-lainnya/AK-1000373'}]]",,"[{'level': 1, 'id': 'FA-1000080', 'name': 'Fashion Muslim', 'url': '/c/1/fashion-muslim/FA-1000080/FA-1000080'}, {'level': 2, 'id': 'AK-1000370', 'name': 'Aksesoris Muslim', 'url': '/c/2/aksesoris-muslim/AK-1000370/FA-1000080'}, {'level': 3, 'id': 'AK-1000372', 'name': 'Aksesoris Muslim Lainnya', 'url': '/c/3/aksesoris-muslim-lainnya/AK-1000372/FA-1000080'}]",REGULAR,"{'listed': 8000.0, 'listDiscount': 50, 'offered': 4000.0, 'totalDiscount': 50}",{'international': False},MTA-53966134-00002,,"['AK-1000373', 'FA-1000081', 'AK-1000371']","{'name': 'Rifanyhijab', 'code': 'rifanyhijab', 'official': False, 'anchor': ''}",PP-3381805,{}
"{'sold': 27, 'seen': 4033, 'soldLabel': '27', 'seenLabel': '4 rb'}",6,"[{'full': 'https://www.static-src.com/wcsstore/Indraprastha/images/catalog/full/MTA-25095160/buttonscarves_buttonscarves_745110520924_signature_ring_holder_-_rose_gold_full02_l29ljlfm.jpeg', 'thumbnail': 'https://www.static-src.com/wcsstore/Indraprastha/images/catalog/thumbnail/MTA-25095160/buttonscarves_buttonscarves_745110520924_signature_ring_holder_-_rose_gold_full02_l29ljlfm.jpeg'}, {'full': 'https://www.static-src.com/wcsstore/Indraprastha/images/catalog/full/MTA-25095160/buttonscarves_buttonscarves_745110520924_signature_ring_holder_-_rose_gold_full03_dpt04m5r.jpeg', 'thumbnail': 'https://www.static-src.com/wcsstore/Indraprastha/images/catalog/thumbnail/MTA-25095160/buttonscarves_buttonscarves_745110520924_signature_ring_holder_-_rose_gold_full03_dpt04m5r.jpeg'}, {'full': 'https://www.static-src.com/wcsstore/Indraprastha/images/catalog/full/MTA-25095160/buttonscarves_buttonscarves_745110520924_signature_ring_holder_-_rose_gold_full04_ni02704v.jpeg', 'thumbnail': 'https://www.static-src.com/wcsstore/Indraprastha/images/catalog/thumbnail/MTA-25095160/buttonscarves_buttonscarves_745110520924_signature_ring_holder_-_rose_gold_full04_ni02704v.jpeg'}, {'full': 'https://www.static-src.com/wcsstore/Indraprastha/images/catalog/full/catalog-image/MTA-25095160/buttonscarves_buttonscarves_signature_ring_holder_-_rose_gold_full01_g1ixikgu.jpg', 'thumbnail': 'https://www.static-src.com/wcsstore/Indraprastha/images/catalog/thumbnail/catalog-image/MTA-25095160/buttonscarves_buttonscarves_signature_ring_holder_-_rose_gold_full01_g1ixikgu.jpg'}]","[{'level': 1, 'id': 'FA-1000081', 'name': 'Fashion Muslim', 'url': '/c1/fashion-muslim/FA-1000081'}, {'level': 2, 'id': 'AK-1000371', 'name': 'Aksesoris Muslim', 'url': '/c2/aksesoris-muslim/AK-1000371'}, {'level': 3, 'id': 'AK-1000373', 'name': 'Aksesories Muslim Lainnya', 'url': '/c3/aksesories-muslim-lainnya/AK-1000373'}]",{'isPreOrder': False},buttonscarves-signature-ring-holder-rose-gold,https://www.blibli.com/p/buttonscarves-signature-ring-holder-rose-gold/ps--BUM-60056-00583?pickupPointCode=PP-3541258&ds=BUM-60056-00583-00001,https://www.blibli.com/catalog/dijual-disediakan-blibli?location=Kab.+Bekasi&category=AK-1000373,Material,,Buttonscarves Signature Ring Holder - Rose Gold,"{'delivery': 'AVAILABLE', 'pickup': 'UNAVAILABLE', 'selected': 'DELIVERY', 'otherPickupPoints': 0}",[],,"{'features': [], 'problems': []}",BUM-60056-00583-00001,MTA-25095160,"{'name': 'Buttonscarves Muslim Official Store', 'code': 'BUM-60056', 'rating': {'value': 84, 'review': 4.9, 'badgeUrl': 'https://www.static-src.com/siva/asset/11_2020/icon-top-rated-bronze.png', 'badge': 'BRONZE', 'positiveReview': 100, 'onTimeFulfillment': 97, 'activeResponse': 1, 'successfulTransaction': 100, 'reviewCount': 11645, 'new': True}, 'international': False, 'official': True, 'location': 'Gudang Blibli', 'warehouses': ['Kab. Bekasi'], 'warehouseLocations': [], 'warehouseInfo': [{'label': 'Kab. Bekasi'}], 'url': '/merchant/buttonscarves-muslim-official-store/BUM-60056', 'commissionType': 'CC', 'level': 'REGULAR', 'logo': 'https://www.static-src.com/wcsstore/Indraprastha/images/catalog/mlogo/BUM-60056-84edc26e-f626-4534-af0b-c3dfbada9615.png', 'joinDate': 1571283392628, 'pickupHours': [], 'poweredBy': [], 'status': 'ACTIVE'}",0,34,• Comes in a B-Shape that is a very noble and fashionable design.,{},BUM-60056-00583,"[{'id': 'is--BUM-60056-00583-00001_PP-3541258', 'selected': True, 'available': True, 'attributes': [], 'pickupPointCode': 'PP-3541258', 'tags': []}]",[],"{'provinceName': 'DKI Jakarta', 'subdistrictName': 'Slipi', 'postalCode': '11410', 'districtName': 'Palmerah', 'cityName': 'Kota Jakarta Barat'}",https://www.blibli.com/amp/p/buttonscarves-signature-ring-holder-rose-gold/ps--BUM-60056-00583,"['CONTEXTUAL_LAYOUT_FASHION', 'AVAILABLE', 'FBB', 'GUARANTEED_STOCK', 'COD', 'RETURNABLE', 'INSTALLMENT_NON_CC']","{'rating': 4, 'count': 6, 'decimalRating': 4.8}","[[{'level': 1, 'id': 'FA-1000081', 'name': 'Fashion Muslim', 'url': '/c1/fashion-muslim/FA-1000081'}, {'level': 2, 'id': 'AK-1000371', 'name': 'Aksesoris Muslim', 'url': '/c2/aksesoris-muslim/AK-1000371'}, {'level': 3, 'id': 'AK-1000373', 'name': 'Aksesories Muslim Lainnya', 'url': '/c3/aksesories-muslim-lainnya/AK-1000373'}]]",MAR-0000000001,"[{'level': 1, 'id': 'FA-1000080', 'name': 'Fashion Muslim', 'url': '/c/1/fashion-muslim/FA-1000080/FA-1000080'}, {'level': 2, 'id': 'AK-1000370', 'name': 'Aksesoris Muslim', 'url': '/c/2/aksesoris-muslim/AK-1000370/FA-1000080'}, {'level': 3, 'id': 'AK-1000372', 'name': 'Aksesoris Muslim Lainnya', 'url': '/c/3/aksesoris-muslim-lainnya/AK-1000372/FA-1000080'}]",REGULAR,"{'listed': 275000.0, 'listDiscount': 0, 'offered': 275000.0, 'totalDiscount': 0}",{'international': False},MTA-25095160-00001,,"['AK-1000373', 'FA-1000081', 'AK-1000371']","{'name': 'Buttonscarves', 'code': 'buttonscarves', 'official': True, 'anchor': '', 'level': 'REGULAR', 'ownerCode': 'BUO-60036'}",PP-3541258,{}
"{'sold': 18, 'seen': 1378, 'soldLabel': '18', 'seenLabel': '1,4 rb'}",6,"[{'full': 'https://www.static-src.com/wcsstore/Indraprastha/images/catalog/full/catalog-image/MTA-21379673/jaya_hebat_jaya_hebat_leola_hampers_black_and_white_series_kado_hadiah_gift_anniversary_wedding_full03_fng2y9u2.jpg', 'thumbnail': 'https://www.static-src.com/wcsstore/Indraprastha/images/catalog/thumbnail/catalog-image/MTA-21379673/jaya_hebat_jaya_hebat_leola_hampers_black_and_white_series_kado_hadiah_gift_anniversary_wedding_full03_fng2y9u2.jpg'}, {'full': 'https://www.static-src.com/wcsstore/Indraprastha/images/catalog/full/catalog-image/MTA-21379673/jaya_hebat_jaya_hebat_leola_hampers_black_and_white_series_kado_hadiah_gift_anniversary_wedding_full01_nojxmvrm.jpg', 'thumbnail': 'https://www.static-src.com/wcsstore/Indraprastha/images/catalog/thumbnail/catalog-image/MTA-21379673/jaya_hebat_jaya_hebat_leola_hampers_black_and_white_series_kado_hadiah_gift_anniversary_wedding_full01_nojxmvrm.jpg'}, {'full': 'https://www.static-src.com/wcsstore/Indraprastha/images/catalog/full/catalog-image/MTA-21379673/jaya_hebat_jaya_hebat_leola_hampers_black_and_white_series_kado_hadiah_gift_anniversary_wedding_full02_ltha3j4u.jpg', 'thumbnail': 'https://www.static-src.com/wcsstore/Indraprastha/images/catalog/thumbnail/catalog-image/MTA-21379673/jaya_hebat_jaya_hebat_leola_hampers_black_and_white_series_kado_hadiah_gift_anniversary_wedding_full02_ltha3j4u.jpg'}, {'full': 'https://www.static-src.com/wcsstore/Indraprastha/images/catalog/full/catalog-image/MTA-21379673/jaya_hebat_jaya_hebat_leola_hampers_black_and_white_series_kado_hadiah_gift_anniversary_wedding_full03_rxidreb6.jpg', 'thumbnail': 'https://www.static-src.com/wcsstore/Indraprastha/images/catalog/thumbnail/catalog-image/MTA-21379673/jaya_hebat_jaya_hebat_leola_hampers_black_and_white_series_kado_hadiah_gift_anniversary_wedding_full03_rxidreb6.jpg'}]","[{'level': 1, 'id': 'FA-1000081', 'name': 'Fashion Muslim', 'url': '/c1/fashion-muslim/FA-1000081'}, {'level': 2, 'id': 'AK-1000371', 'name': 'Aksesoris Muslim', 'url': '/c2/aksesoris-muslim/AK-1000371'}, {'level': 3, 'id': 'AK-1000373', 'name': 'Aksesories Muslim Lainnya', 'url': '/c3/aksesories-muslim-lainnya/AK-1000373'}]",{'isPreOrder': False},jaya-hebat-leola-hampers-black-and-white-series-kado-hadiah-gift-anniversary-wedding,https://www.blibli.com/p/jaya-hebat-leola-hampers-black-and-white-series-kado-hadiah-gift-anniversary-wedding/ps--JAH-60032-00260?pickupPointCode=PP-3073824&ds=JAH-60032-00260-00001,,Material,,Jaya Hebat Leola Hampers Black and White Series Kado Hadiah Gift Anniversary Wedding,"{'delivery': 'AVAILABLE', 'pickup': 'UNAVAILABLE', 'selected': 'DELIVERY', 'otherPickupPoints': 0}",[],,"{'features': [], 'problems': []}",JAH-60032-00260-00001,MTA-21379673,"{'name': 'Jaya Hebat Official Store', 'code': 'JAH-60032', 'rating': {'value': 89, 'review': 4.7, 'badgeUrl': 'https://www.static-src.com/siva/asset/07_2020/icon-top-rated-silver.png', 'badge': 'SILVER', 'positiveReview': 98, 'onTimeFulfillment': 91, 'activeResponse': 49, 'successfulTransaction': 100, 'reviewCount': 1515, 'new': True}, 'international': False, 'official': True, 'location': 'Sukagalih, Kota Bandung', 'warehouses': [], 'warehouseLocations': [], 'warehouseInfo': [], 'url': '/merchant/umkm-jaya-hebat-official-store/JAH-60032', 'commissionType': 'CM', 'level': 'REGULAR', 'logo': 'https://www.static-src.com/wcsstore/Indraprastha/images/catalog/mlogo/JAH-60032.jpeg', 'businessHours': [{'day': 'MONDAY', 'openingTime': 28800, 'closingTime': 61200, 'open': True}, {'day': 'TUESDAY', 'openingTime': 28800, 'closingTime': 61200, 'open': True}, {'day': 'WEDNESDAY', 'openingTime': 28800, 'closingTime': 61200, 'open': True}, {'day': 'THURSDAY', 'openingTime': 28800, 'closingTime': 61200, 'open': True}, {'day': 'FRIDAY', 'openingTime': 28800, 'closingTime': 61200, 'open': True}, {'day': 'SATURDAY', 'openingTime': 28800, 'closingTime': 61200, 'open': False}, {'day': 'SUNDAY', 'openingTime': 28800, 'closingTime': 61200, 'open': False}], 'businessOperational': {'day': 'MONDAY', 'status': 'OPEN'}, 'joinDate': 1562819594238, 'pickupHours': [], 'poweredBy': [], 'status': 'ACTIVE'}",0,1989,"• Design yang cantik 
<br>• dapat gratis kartu ucapan 
<br>• box yang trendy 
<br>• dibungkus dengan bubble wrap",{},JAH-60032-00260,"[{'id': 'is--JAH-60032-00260-00005', 'selected': False, 'available': False, 'attributes': [{'name': 'Warna', 'value': 'BlackWhite Exclusive', 'label': 'Warna'}], 'pickupPointCode': '', 'tags': []}, {'id': 'is--JAH-60032-00260-00004', 'selected': False, 'available': False, 'attributes': [{'name': 'Warna', 'value': 'BlackWhite Hemat', 'label': 'Warna'}], 'pickupPointCode': '', 'tags': []}, {'id': 'is--JAH-60032-00260-00003', 'selected': False, 'available': True, 'attributes': [{'name': 'Warna', 'value': 'White Luxurious', 'label': 'Warna'}], 'pickupPointCode': '', 'tags': []}, {'id': 'is--JAH-60032-00260-00002', 'selected': False, 'available': True, 'attributes': [{'name': 'Warna', 'value': 'White Mewah', 'label': 'Warna'}], 'pickupPointCode': '', 'tags': []}, {'id': 'is--JAH-60032-00260-00001_PP-3073824', 'selected': True, 'available': True, 'attributes': [{'name': 'Warna', 'value': 'White Hemat', 'label': 'Warna'}], 'pickupPointCode': 'PP-3073824', 'tags': []}]","[{'name': 'Warna', 'type': 'IMAGE', 'values': [{'image': 'https://www.static-src.com/wcsstore/Indraprastha/images/catalog/thumbnail/catalog-image/MTA-21379673/jaya_hebat_jaya_hebat_leola_hampers_black_and_white_series_kado_hadiah_gift_anniversary_wedding_full01_nojxmvrm.jpg', 'value': 'BlackWhite Exclusive'}, {'image': 'https://www.static-src.com/wcsstore/Indraprastha/images/catalog/thumbnail/catalog-image/MTA-21379673/jaya_hebat_jaya_hebat_leola_hampers_black_and_white_series_kado_hadiah_gift_anniversary_wedding_full01_nojxmvrm.jpg', 'value': 'BlackWhite Hemat'}, {'image': 'https://www.static-src.com/wcsstore/Indraprastha/images/catalog/thumbnail/catalog-image/MTA-21379673/jaya_hebat_jaya_hebat_leola_hampers_black_and_white_series_kado_hadiah_gift_anniversary_wedding_full03_fng2y9u2.jpg', 'value': 'White Hemat'}, {'image': 'https://www.static-src.com/wcsstore/Indraprastha/images/catalog/thumbnail/catalog-image/MTA-21379673/jaya_hebat_jaya_hebat_leola_hampers_black_and_white_series_kado_hadiah_gift_anniversary_wedding_full01_l3w53zyt.jpg', 'value': 'White Luxurious'}, {'image': 'https://www.static-src.com/wcsstore/Indraprastha/images/catalog/thumbnail/catalog-image/MTA-21379673/jaya_hebat_jaya_hebat_leola_hampers_black_and_white_series_kado_hadiah_gift_anniversary_wedding_full02_iykujq5q.jpg', 'value': 'White Mewah'}]}]","{'provinceName': 'DKI Jakarta', 'subdistrictName': 'Slipi', 'postalCode': '11410', 'districtName': 'Palmerah', 'cityName': 'Kota Jakarta Barat'}",https://www.blibli.com/amp/p/jaya-hebat-leola-hampers-black-and-white-series-kado-hadiah-gift-anniversary-wedding/ps--JAH-60032-00260,"['CONTEXTUAL_LAYOUT_FASHION', 'AVAILABLE', 'RETURNABLE', 'INSTALLMENT_NON_CC']","{'rating': 4, 'count': 7, 'decimalRating': 4.7}","[[{'level': 1, 'id': 'FA-1000081', 'name': 'Fashion Muslim', 'url': '/c1/fashion-muslim/FA-1000081'}, {'level': 2, 'id': 'AK-1000371', 'name': 'Aksesoris Muslim', 'url': '/c2/aksesoris-muslim/AK-1000371'}, {'level': 3, 'id': 'AK-1000373', 'name': 'Aksesories Muslim Lainnya', 'url': '/c3/aksesories-muslim-lainnya/AK-1000373'}]]",,"[{'level': 1, 'id': 'FA-1000080', 'name': 'Fashion Muslim', 'url': '/c/1/fashion-muslim/FA-1000080/FA-1000080'}, {'level': 2, 'id': 'AK-1000370', 'name': 'Aksesoris Muslim', 'url': '/c/2/aksesoris-muslim/AK-1000370/FA-1000080'}, {'level': 3, 'id': 'AK-1000372', 'name': 'Aksesoris Muslim Lainnya', 'url': '/c/3/aksesoris-muslim-lainnya/AK-1000372/FA-1000080'}]",REGULAR,"{'listed': 100000.0, 'listDiscount': 5, 'offered': 95000.0, 'totalDiscount': 5}",{'international': False},MTA-21379673-00003,,"['AK-1000373', 'FA-1000081', 'AK-1000371']","{'name': 'Jaya Hebat', 'code': 'jaya-hebat', 'official': False, 'anchor': ''}",PP-3073824,{}
"{'sold': 12, 'seen': 270, 'soldLabel': '12', 'seenLabel': '270'}",6,"[{'full': 'https://www.static-src.com/wcsstore/Indraprastha/images/catalog/full//catalog-image/MTA-133118684/tatuis_tatuis_box_gift_sajadah_-_hijab_-_black_full01_l0vd2ow6.jpg', 'thumbnail': 'https://www.static-src.com/wcsstore/Indraprastha/images/catalog/thumbnail//catalog-image/MTA-133118684/tatuis_tatuis_box_gift_sajadah_-_hijab_-_black_full01_l0vd2ow6.jpg'}]","[{'level': 1, 'id': 'FA-1000081', 'name': 'Fashion Muslim', 'url': '/c1/fashion-muslim/FA-1000081'}, {'level': 2, 'id': 'AK-1000371', 'name': 'Aksesoris Muslim', 'url': '/c2/aksesoris-muslim/AK-1000371'}, {'level': 3, 'id': 'AK-1000373', 'name': 'Aksesories Muslim Lainnya', 'url': '/c3/aksesories-muslim-lainnya/AK-1000373'}]",{'isPreOrder': False},tatuis-box-gift-sajadah-hijab-black,https://www.blibli.com/p/tatuis-box-gift-sajadah-hijab-black/ps--TAS-15046-01826?pickupPointCode=PP-3537792&ds=TAS-15046-01826-00001,https://www.blibli.com/catalog/dijual-disediakan-blibli?location=Kab.+Bekasi&category=AK-1000373,Show info,,Tatuis Box Gift Sajadah & Hijab - Black,"{'delivery': 'AVAILABLE', 'pickup': 'UNAVAILABLE', 'selected': 'DELIVERY', 'otherPickupPoints': 0}",[],,"{'features': [], 'problems': []}",TAS-15046-01826-00001,MTA-133118684,"{'name': 'Tatuis Official Store', 'code': 'TAS-15046', 'rating': {'value': 88, 'review': 4.7, 'badgeUrl': 'https://www.static-src.com/siva/asset/07_2020/icon-top-rated-silver.png', 'badge': 'SILVER', 'positiveReview': 100, 'onTimeFulfillment': 98, 'activeResponse': 25, 'successfulTransaction': 100, 'reviewCount': 3003, 'new': True}, 'international': False, 'official': True, 'location': 'Gudang Blibli', 'warehouses': ['Kab. Bekasi'], 'warehouseLocations': [], 'warehouseInfo': [{'label': 'Kab. Bekasi'}], 'url': '/merchant/tatuis-official-store/TAS-15046', 'commissionType': 'CC', 'level': 'REGULAR', 'logo': 'https://www.static-src.com/wcsstore/Indraprastha/images/catalog/mlogo/TAS-15046-97eaf372-c72b-4581-a2e5-1b4aed7425be.png', 'joinDate': 1446833171537, 'pickupHours': [], 'poweredBy': [], 'status': 'ACTIVE'}",0,5,,{},TAS-15046-01826,"[{'id': 'is--TAS-15046-01826-00001_PP-3537792', 'selected': True, 'available': True, 'attributes': [], 'pickupPointCode': 'PP-3537792', 'tags': []}]",[],"{'provinceName': 'DKI Jakarta', 'subdistrictName': 'Slipi', 'postalCode': '11410', 'districtName': 'Palmerah', 'cityName': 'Kota Jakarta Barat'}",https://www.blibli.com/amp/p/tatuis-box-gift-sajadah-hijab-black/ps--TAS-15046-01826,"['CONTEXTUAL_LAYOUT_FASHION', 'AVAILABLE', 'FREE_GIFT', 'LIMITED', 'FBB', 'GUARANTEED_STOCK', 'COD', 'RETURNABLE', 'INSTALLMENT_NON_CC']","{'rating': 5, 'count': 1, 'decimalRating': 5.0}","[[{'level': 1, 'id': 'FA-1000081', 'name': 'Fashion Muslim', 'url': '/c1/fashion-muslim/FA-1000081'}, {'level': 2, 'id': 'AK-1000371', 'name': 'Aksesoris Muslim', 'url': '/c2/aksesoris-muslim/AK-1000371'}, {'level': 3, 'id': 'AK-1000373', 'name': 'Aksesories Muslim Lainnya', 'url': '/c3/aksesories-muslim-lainnya/AK-1000373'}]]",MAR-0000000001,"[{'level': 1, 'id': 'FA-1000080', 'name': 'Fashion Muslim', 'url': '/c/1/fashion-muslim/FA-1000080/FA-1000080'}, {'level': 2, 'id': 'AK-1000370', 'name': 'Aksesoris Muslim', 'url': '/c/2/aksesoris-muslim/AK-1000370/FA-1000080'}, {'level': 3, 'id': 'AK-1000372', 'name': 'Aksesoris Muslim Lainnya', 'url': '/c/3/aksesoris-muslim-lainnya/AK-1000372/FA-1000080'}]",REGULAR,"{'listed': 10000.0, 'listDiscount': 0, 'offered': 10000.0, 'totalDiscount': 0}",{'international': False},MTA-133118684-00001,,"['AK-1000373', 'FA-1000081', 'AK-1000371']","{'name': 'Tatuis', 'code': 'tatuis', 'official': False, 'anchor': ''}",PP-3537792,{}
